AUUC,AUUC_random,C,method,penalty,split
31120.28863328822,31120.28863328824,0.01,ITE_SDR,l1,37
52957.50119568993,31120.28863328824,0.01,MITE_2M,l1,37
31120.28863328822,31120.28863328824,0.01,MITE_SDR,l1,37
30914.17166058165,30914.17166058165,0.01,ITE_2M,l1,38
30914.17166058165,30914.17166058165,0.01,ITE_SDR,l1,38
52215.29980509956,30914.17166058165,0.01,MITE_2M,l1,38
30914.17166058165,30914.17166058165,0.01,MITE_SDR,l1,38
30973.64782854069,30973.647828540707,0.01,ITE_2M,l1,39
30973.64782854069,30973.647828540707,0.01,ITE_SDR,l1,39
52868.075337648006,30973.647828540707,0.01,MITE_2M,l1,39
30973.64782854069,30973.647828540707,0.01,MITE_SDR,l1,39
30734.616789853848,30734.616789853848,0.01,ITE_2M,l1,40
30734.616789853848,30734.616789853848,0.01,ITE_SDR,l1,40
51880.636580303515,30734.616789853848,0.01,MITE_2M,l1,40
30734.616789853848,30734.616789853848,0.01,MITE_SDR,l1,40
30619.56727980273,30619.56727980273,0.01,ITE_2M,l1,41
30619.56727980273,30619.56727980273,0.01,ITE_SDR,l1,41
51996.40141469523,30619.56727980273,0.01,MITE_2M,l1,41
30619.56727980273,30619.56727980273,0.01,MITE_SDR,l1,41
31085.797385162237,31085.797385162245,0.01,ITE_2M,l1,42
31085.797385162237,31085.797385162245,0.01,ITE_SDR,l1,42
52608.05660370149,31085.797385162245,0.01,MITE_2M,l1,42
31085.797385162237,31085.797385162245,0.01,MITE_SDR,l1,42
31209.252218875612,31209.252218875612,0.01,ITE_2M,l1,43
31209.252218875612,31209.252218875612,0.01,ITE_SDR,l1,43
53095.052486054265,31209.252218875612,0.01,MITE_2M,l1,43
31209.252218875612,31209.252218875612,0.01,MITE_SDR,l1,43
31088.799445358636,31088.799445358636,0.01,ITE_2M,l1,44
31088.799445358636,31088.799445358636,0.01,ITE_SDR,l1,44
53019.186474461,31088.799445358636,0.01,MITE_2M,l1,44
31088.799445358636,31088.799445358636,0.01,MITE_SDR,l1,44
30386.813256467096,30386.813256467096,0.01,ITE_2M,l1,45
30386.813256467096,30386.813256467096,0.01,ITE_SDR,l1,45
51828.019774167995,30386.813256467096,0.01,MITE_2M,l1,45
30386.813256467096,30386.813256467096,0.01,MITE_SDR,l1,45
30626.650750212328,30626.650750212328,0.01,ITE_2M,l1,46
30626.650750212328,30626.650750212328,0.01,ITE_SDR,l1,46
52246.75473491988,30626.650750212328,0.01,MITE_2M,l1,46
30626.650750212328,30626.650750212328,0.01,MITE_SDR,l1,46
30512.699585617578,30512.699585617578,0.01,ITE_2M,l1,47
30512.699585617578,30512.699585617578,0.01,ITE_SDR,l1,47
51430.36664675453,30512.699585617578,0.01,MITE_2M,l1,47
30512.699585617578,30512.699585617578,0.01,MITE_SDR,l1,47
30336.322804520136,30336.322804520136,0.01,ITE_2M,l1,48
30336.322804520136,30336.322804520136,0.01,ITE_SDR,l1,48
51693.35871260753,30336.322804520136,0.01,MITE_2M,l1,48
30336.322804520136,30336.322804520136,0.01,MITE_SDR,l1,48
30670.02392495293,30670.02392495291,0.01,ITE_2M,l1,49
30670.02392495293,30670.02392495291,0.01,ITE_SDR,l1,49
51987.110847223375,30670.02392495291,0.01,MITE_2M,l1,49
30670.02392495293,30670.02392495291,0.01,MITE_SDR,l1,49
30406.041184652622,30406.04118465264,0.01,ITE_2M,l1,50
30406.041184652622,30406.04118465264,0.01,ITE_SDR,l1,50
51940.85970249923,30406.04118465264,0.01,MITE_2M,l1,50
30406.041184652622,30406.04118465264,0.01,MITE_SDR,l1,50
31027.180511675833,31027.18051167582,0.01,ITE_2M,l1,51
31027.180511675833,31027.18051167582,0.01,ITE_SDR,l1,51
52924.712168501326,31027.18051167582,0.01,MITE_2M,l1,51
31027.180511675833,31027.18051167582,0.01,MITE_SDR,l1,51
31059.699933607306,31059.699933607306,0.01,ITE_2M,l1,52
31059.699933607306,31059.699933607306,0.01,ITE_SDR,l1,52
52298.19548353664,31059.699933607306,0.01,MITE_2M,l1,52
31059.699933607306,31059.699933607306,0.01,MITE_SDR,l1,52
30802.4575021997,30802.457502199715,0.01,ITE_2M,l1,53
30802.4575021997,30802.457502199715,0.01,ITE_SDR,l1,53
52124.80963850208,30802.457502199715,0.01,MITE_2M,l1,53
30802.4575021997,30802.457502199715,0.01,MITE_SDR,l1,53
30823.60688922453,30823.60688922453,0.01,ITE_2M,l1,54
30823.60688922453,30823.60688922453,0.01,ITE_SDR,l1,54
52185.5904703535,30823.60688922453,0.01,MITE_2M,l1,54
30823.60688922453,30823.60688922453,0.01,MITE_SDR,l1,54
30734.60262960095,30734.602629600937,0.01,ITE_2M,l1,55
30734.60262960095,30734.602629600937,0.01,ITE_SDR,l1,55
52063.15243205948,30734.602629600937,0.01,MITE_2M,l1,55
30734.60262960095,30734.602629600937,0.01,MITE_SDR,l1,55
30134.685806199952,30134.685806199952,0.01,ITE_2M,l1,56
30134.685806199952,30134.685806199952,0.01,ITE_SDR,l1,56
51207.79515805966,30134.685806199952,0.01,MITE_2M,l1,56
30134.685806199952,30134.685806199952,0.01,MITE_SDR,l1,56
30732.62969009872,30732.62969009872,0.01,ITE_2M,l1,57
30732.62969009872,30732.62969009872,0.01,ITE_SDR,l1,57
52322.95343828292,30732.62969009872,0.01,MITE_2M,l1,57
30732.62969009872,30732.62969009872,0.01,MITE_SDR,l1,57
30924.019877077542,30924.019877077528,0.01,ITE_2M,l1,58
30924.019877077542,30924.019877077528,0.01,ITE_SDR,l1,58
52392.50138174885,30924.019877077528,0.01,MITE_2M,l1,58
30924.019877077542,30924.019877077528,0.01,MITE_SDR,l1,58
30693.145666708297,30693.14566670831,0.01,ITE_2M,l1,59
30693.145666708297,30693.14566670831,0.01,ITE_SDR,l1,59
52119.65140683017,30693.14566670831,0.01,MITE_2M,l1,59
30693.145666708297,30693.14566670831,0.01,MITE_SDR,l1,59
31433.12240445395,31433.122404453963,0.01,ITE_2M,l1,60
31433.12240445395,31433.122404453963,0.01,ITE_SDR,l1,60
53483.69672158432,31433.122404453963,0.01,MITE_2M,l1,60
31433.12240445395,31433.122404453963,0.01,MITE_SDR,l1,60
30118.65525430125,30118.655254301266,0.01,ITE_2M,l1,61
30118.65525430125,30118.655254301266,0.01,ITE_SDR,l1,61
51307.795157671,30118.655254301266,0.01,MITE_2M,l1,61
30118.65525430125,30118.655254301266,0.01,MITE_SDR,l1,61
30692.838564277783,30692.83856427777,0.01,ITE_2M,l1,62
30692.838564277783,30692.83856427777,0.01,ITE_SDR,l1,62
52259.988937346134,30692.83856427777,0.01,MITE_2M,l1,62
30692.838564277783,30692.83856427777,0.01,MITE_SDR,l1,62
30982.049123563444,30982.049123563444,0.01,ITE_2M,l1,63
30982.049123563444,30982.049123563444,0.01,ITE_SDR,l1,63
52991.785628603204,30982.049123563444,0.01,MITE_2M,l1,63
30982.049123563444,30982.049123563444,0.01,MITE_SDR,l1,63
30938.86251197233,30938.86251197233,0.01,ITE_2M,l1,64
30938.86251197233,30938.86251197233,0.01,ITE_SDR,l1,64
52733.72863846578,30938.86251197233,0.01,MITE_2M,l1,64
30938.86251197233,30938.86251197233,0.01,MITE_SDR,l1,64
30295.582974008365,30295.582974008346,0.01,ITE_2M,l1,65
30295.582974008365,30295.582974008346,0.01,ITE_SDR,l1,65
51707.2993372669,30295.582974008346,0.01,MITE_2M,l1,65
30295.582974008365,30295.582974008346,0.01,MITE_SDR,l1,65
30916.98804584253,30916.98804584253,0.01,ITE_2M,l1,66
30916.98804584253,30916.98804584253,0.01,ITE_SDR,l1,66
52543.387376323895,30916.98804584253,0.01,MITE_2M,l1,66
30916.98804584253,30916.98804584253,0.01,MITE_SDR,l1,66
29976.91841958587,29976.91841958587,0.01,ITE_2M,l1,67
29976.91841958587,29976.91841958587,0.01,ITE_SDR,l1,67
51101.73258587923,29976.91841958587,0.01,MITE_2M,l1,67
29976.91841958587,29976.91841958587,0.01,MITE_SDR,l1,67
30652.484150389315,30652.48415038931,0.01,ITE_2M,l1,68
30652.484150389315,30652.48415038931,0.01,ITE_SDR,l1,68
52489.909802918606,30652.48415038931,0.01,MITE_2M,l1,68
30652.484150389315,30652.48415038931,0.01,MITE_SDR,l1,68
30512.595052491768,30512.595052491768,0.01,ITE_2M,l1,69
30512.595052491768,30512.595052491768,0.01,ITE_SDR,l1,69
51826.14701309709,30512.595052491768,0.01,MITE_2M,l1,69
30512.595052491768,30512.595052491768,0.01,MITE_SDR,l1,69
31475.97030403016,31475.970304030165,0.01,ITE_2M,l1,70
31475.97030403016,31475.970304030165,0.01,ITE_SDR,l1,70
53616.072679992736,31475.970304030165,0.01,MITE_2M,l1,70
31475.97030403016,31475.970304030165,0.01,MITE_SDR,l1,70
30740.726241924844,30740.72624192483,0.01,ITE_2M,l1,71
30740.726241924844,30740.72624192483,0.01,ITE_SDR,l1,71
52009.813301604736,30740.72624192483,0.01,MITE_2M,l1,71
30740.726241924844,30740.72624192483,0.01,MITE_SDR,l1,71
30749.25333707641,30749.25333707641,0.01,ITE_2M,l1,72
30749.25333707641,30749.25333707641,0.01,ITE_SDR,l1,72
52517.39167958162,30749.25333707641,0.01,MITE_2M,l1,72
30749.25333707641,30749.25333707641,0.01,MITE_SDR,l1,72
30706.493542034037,30706.493542034037,0.01,ITE_2M,l1,73
30706.493542034037,30706.493542034037,0.01,ITE_SDR,l1,73
52309.65796271792,30706.493542034037,0.01,MITE_2M,l1,73
30706.493542034037,30706.493542034037,0.01,MITE_SDR,l1,73
30477.77226705097,30477.77226705096,0.01,ITE_2M,l1,74
30477.77226705097,30477.77226705096,0.01,ITE_SDR,l1,74
51953.64119066184,30477.77226705096,0.01,MITE_2M,l1,74
30477.77226705097,30477.77226705096,0.01,MITE_SDR,l1,74
29489.227680846074,29489.227680846074,0.01,ITE_2M,l1,75
29489.227680846074,29489.227680846074,0.01,ITE_SDR,l1,75
50258.72876968856,29489.227680846074,0.01,MITE_2M,l1,75
29489.227680846074,29489.227680846074,0.01,MITE_SDR,l1,75
31179.60825036417,31179.608250364152,0.01,ITE_2M,l1,76
31179.60825036417,31179.608250364152,0.01,ITE_SDR,l1,76
52896.73805048135,31179.608250364152,0.01,MITE_2M,l1,76
31179.60825036417,31179.608250364152,0.01,MITE_SDR,l1,76
30303.208354432558,30303.208354432558,0.01,ITE_2M,l1,77
30303.208354432558,30303.208354432558,0.01,ITE_SDR,l1,77
51441.34119624425,30303.208354432558,0.01,MITE_2M,l1,77
30303.208354432558,30303.208354432558,0.01,MITE_SDR,l1,77
30796.006261968898,30796.006261968883,0.01,ITE_2M,l1,78
30796.006261968898,30796.006261968883,0.01,ITE_SDR,l1,78
52770.61330066344,30796.006261968883,0.01,MITE_2M,l1,78
30796.006261968898,30796.006261968883,0.01,MITE_SDR,l1,78
30522.02873936016,30522.02873936016,0.01,ITE_2M,l1,79
30522.02873936016,30522.02873936016,0.01,ITE_SDR,l1,79
51828.52526675195,30522.02873936016,0.01,MITE_2M,l1,79
30522.02873936016,30522.02873936016,0.01,MITE_SDR,l1,79
30769.545316136566,30769.545316136573,0.01,ITE_2M,l1,80
30769.545316136566,30769.545316136573,0.01,ITE_SDR,l1,80
52243.427789177185,30769.545316136573,0.01,MITE_2M,l1,80
30769.545316136566,30769.545316136573,0.01,MITE_SDR,l1,80
30358.917815245703,30358.917815245703,0.01,ITE_2M,l1,81
30358.917815245703,30358.917815245703,0.01,ITE_SDR,l1,81
51654.537226912165,30358.917815245703,0.01,MITE_2M,l1,81
30358.917815245703,30358.917815245703,0.01,MITE_SDR,l1,81
30758.43614157,30758.43614157,0.01,ITE_2M,l1,82
30758.43614157,30758.43614157,0.01,ITE_SDR,l1,82
52362.64636773432,30758.43614157,0.01,MITE_2M,l1,82
30758.43614157,30758.43614157,0.01,MITE_SDR,l1,82
30981.886936428764,30981.88693642877,0.01,ITE_2M,l1,83
30981.886936428764,30981.88693642877,0.01,ITE_SDR,l1,83
52960.51516614245,30981.88693642877,0.01,MITE_2M,l1,83
30981.886936428764,30981.88693642877,0.01,MITE_SDR,l1,83
30791.356683437734,30791.356683437734,0.01,ITE_2M,l1,84
30791.356683437734,30791.356683437734,0.01,ITE_SDR,l1,84
52144.30490201408,30791.356683437734,0.01,MITE_2M,l1,84
30791.356683437734,30791.356683437734,0.01,MITE_SDR,l1,84
30382.140834799022,30382.140834799022,0.01,ITE_2M,l1,85
30382.140834799022,30382.140834799022,0.01,ITE_SDR,l1,85
51848.429369242825,30382.140834799022,0.01,MITE_2M,l1,85
30382.140834799022,30382.140834799022,0.01,MITE_SDR,l1,85
30560.392221776725,30560.39222177674,0.01,ITE_2M,l1,86
30560.392221776725,30560.39222177674,0.01,ITE_SDR,l1,86
52282.54832210894,30560.39222177674,0.01,MITE_2M,l1,86
30560.392221776725,30560.39222177674,0.01,MITE_SDR,l1,86
31155.59581773857,31155.59581773857,0.01,ITE_2M,l1,87
31155.59581773857,31155.59581773857,0.01,ITE_SDR,l1,87
52673.247831264256,31155.59581773857,0.01,MITE_2M,l1,87
31155.59581773857,31155.59581773857,0.01,MITE_SDR,l1,87
30101.376166465878,30101.376166465878,0.01,ITE_2M,l1,88
30101.376166465878,30101.376166465878,0.01,ITE_SDR,l1,88
51107.29300766868,30101.376166465878,0.01,MITE_2M,l1,88
30101.376166465878,30101.376166465878,0.01,MITE_SDR,l1,88
29732.371701612843,29732.371701612843,0.01,ITE_2M,l1,89
29732.371701612843,29732.371701612843,0.01,ITE_SDR,l1,89
50516.69827031117,29732.371701612843,0.01,MITE_2M,l1,89
29732.371701612843,29732.371701612843,0.01,MITE_SDR,l1,89
31064.8771234428,31064.877123442813,0.01,ITE_2M,l1,90
31064.8771234428,31064.877123442813,0.01,ITE_SDR,l1,90
52748.85909423693,31064.877123442813,0.01,MITE_2M,l1,90
31064.8771234428,31064.877123442813,0.01,MITE_SDR,l1,90
30841.764267443985,30841.764267443985,0.01,ITE_2M,l1,91
30841.764267443985,30841.764267443985,0.01,ITE_SDR,l1,91
52431.31680206525,30841.764267443985,0.01,MITE_2M,l1,91
30841.764267443985,30841.764267443985,0.01,MITE_SDR,l1,91
31033.930769846935,31033.930769846935,0.01,ITE_2M,l1,92
31033.930769846935,31033.930769846935,0.01,ITE_SDR,l1,92
52753.04178543204,31033.930769846935,0.01,MITE_2M,l1,92
31033.930769846935,31033.930769846935,0.01,MITE_SDR,l1,92
30499.868160095804,30499.868160095804,0.01,ITE_2M,l1,93
30499.868160095804,30499.868160095804,0.01,ITE_SDR,l1,93
51915.59847793952,30499.868160095804,0.01,MITE_2M,l1,93
30499.868160095804,30499.868160095804,0.01,MITE_SDR,l1,93
30582.73196334658,30582.731963346603,0.01,ITE_2M,l1,94
30582.73196334658,30582.731963346603,0.01,ITE_SDR,l1,94
51731.60682902107,30582.731963346603,0.01,MITE_2M,l1,94
30582.73196334658,30582.731963346603,0.01,MITE_SDR,l1,94
31086.425771867347,31086.425771867347,0.01,ITE_2M,l1,95
31086.425771867347,31086.425771867347,0.01,ITE_SDR,l1,95
53188.41369361953,31086.425771867347,0.01,MITE_2M,l1,95
31086.425771867347,31086.425771867347,0.01,MITE_SDR,l1,95
30844.456887590728,30844.456887590743,0.01,ITE_2M,l1,96
30844.456887590728,30844.456887590743,0.01,ITE_SDR,l1,96
52202.97789373715,30844.456887590743,0.01,MITE_2M,l1,96
30844.456887590728,30844.456887590743,0.01,MITE_SDR,l1,96
30654.546409807357,30654.546409807357,0.01,ITE_2M,l1,97
30654.546409807357,30654.546409807357,0.01,ITE_SDR,l1,97
51640.99230144176,30654.546409807357,0.01,MITE_2M,l1,97
30654.546409807357,30654.546409807357,0.01,MITE_SDR,l1,97
31214.33883753413,31214.338837534146,0.01,ITE_2M,l1,98
31214.33883753413,31214.338837534146,0.01,ITE_SDR,l1,98
53208.13068544746,31214.338837534146,0.01,MITE_2M,l1,98
31214.33883753413,31214.338837534146,0.01,MITE_SDR,l1,98
31130.3549100438,31130.3549100438,0.01,ITE_2M,l1,99
31130.3549100438,31130.3549100438,0.01,ITE_SDR,l1,99
52967.73932746922,31130.3549100438,0.01,MITE_2M,l1,99
31130.3549100438,31130.3549100438,0.01,MITE_SDR,l1,99
51800.990900457844,31207.64602605248,0.1,ITE_2M,l1,0
51620.68999313501,31207.64602605248,0.1,ITE_SDR,l1,0
48054.723591893984,31207.64602605248,0.1,MITE_2M,l1,0
52523.99256203675,31207.64602605248,0.1,MITE_SDR,l1,0
50437.92535574973,30399.752588804316,0.1,ITE_2M,l1,1
50412.301477867666,30399.752588804316,0.1,ITE_SDR,l1,1
46776.490193612684,30399.752588804316,0.1,MITE_2M,l1,1
51140.84872159646,30399.752588804316,0.1,MITE_SDR,l1,1
51492.470789376086,30829.69943635138,0.1,ITE_2M,l1,2
51453.63400685333,30829.69943635138,0.1,ITE_SDR,l1,2
47079.80001793613,30829.69943635138,0.1,MITE_2M,l1,2
52139.20358026017,30829.69943635138,0.1,MITE_SDR,l1,2
51433.56707706757,30898.601255421567,0.1,ITE_2M,l1,3
51381.372136937156,30898.601255421567,0.1,ITE_SDR,l1,3
47591.91137043251,30898.601255421567,0.1,MITE_2M,l1,3
52049.94543674708,30898.601255421567,0.1,MITE_SDR,l1,3
51256.13208804697,30935.639768512163,0.1,ITE_2M,l1,4
51145.101098885185,30935.639768512163,0.1,ITE_SDR,l1,4
47808.73861436942,30935.639768512163,0.1,MITE_2M,l1,4
52087.16749508954,30935.639768512163,0.1,MITE_SDR,l1,4
51108.18983188592,30854.428181796513,0.1,ITE_2M,l1,5
51054.80967947356,30854.428181796513,0.1,ITE_SDR,l1,5
47763.43358228599,30854.428181796513,0.1,MITE_2M,l1,5
51844.79129752468,30854.428181796513,0.1,MITE_SDR,l1,5
51494.9881321712,31075.208760766538,0.1,ITE_2M,l1,6
51403.83762912316,31075.208760766538,0.1,ITE_SDR,l1,6
47558.966340901774,31075.208760766538,0.1,MITE_2M,l1,6
52121.94943736561,31075.208760766538,0.1,MITE_SDR,l1,6
50332.023345962996,30425.28822767977,0.1,ITE_2M,l1,7
