AUUC,AUUC_random,C,method,penalty,split
51291.8747039858,30706.493542034037,1.0,ITE_SDR,l1,73
46245.77295311852,30706.493542034037,1.0,MITE_2M,l1,73
51643.045606989894,30706.493542034037,1.0,MITE_SDR,l1,73
50839.76789483742,30477.77226705096,1.0,ITE_2M,l1,74
51052.216012540586,30477.77226705096,1.0,ITE_SDR,l1,74
46145.627191435684,30477.77226705096,1.0,MITE_2M,l1,74
51342.16014566512,30477.77226705096,1.0,MITE_SDR,l1,74
49133.59352579148,29489.227680846074,1.0,ITE_2M,l1,75
49286.08891016992,29489.227680846074,1.0,ITE_SDR,l1,75
44569.86150529184,29489.227680846074,1.0,MITE_2M,l1,75
49603.25199603256,29489.227680846074,1.0,MITE_SDR,l1,75
51891.07803900057,31179.608250364152,1.0,ITE_2M,l1,76
52144.19438445961,31179.608250364152,1.0,ITE_SDR,l1,76
46683.0487139261,31179.608250364152,1.0,MITE_2M,l1,76
52279.11432384296,31179.608250364152,1.0,MITE_SDR,l1,76
50376.2690125689,30303.208354432558,1.0,ITE_2M,l1,77
50582.170537133425,30303.208354432558,1.0,ITE_SDR,l1,77
45571.100498489366,30303.208354432558,1.0,MITE_2M,l1,77
50805.14448590492,30303.208354432558,1.0,MITE_SDR,l1,77
51531.411638962556,30796.006261968883,1.0,ITE_2M,l1,78
51683.13411181243,30796.006261968883,1.0,ITE_SDR,l1,78
46607.867542217995,30796.006261968883,1.0,MITE_2M,l1,78
52060.69399272288,30796.006261968883,1.0,MITE_SDR,l1,78
50633.412885955775,30522.02873936016,1.0,ITE_2M,l1,79
50750.42138258578,30522.02873936016,1.0,ITE_SDR,l1,79
45980.19245818621,30522.02873936016,1.0,MITE_2M,l1,79
51224.45315720319,30522.02873936016,1.0,MITE_SDR,l1,79
51201.62637131952,30769.545316136573,1.0,ITE_2M,l1,80
51246.499709801086,30769.545316136573,1.0,ITE_SDR,l1,80
46418.5656406404,30769.545316136573,1.0,MITE_2M,l1,80
51666.122027260215,30769.545316136573,1.0,MITE_SDR,l1,80
50645.63770479952,30358.917815245703,1.0,ITE_2M,l1,81
50881.815062282636,30358.917815245703,1.0,ITE_SDR,l1,81
45768.024426500066,30358.917815245703,1.0,MITE_2M,l1,81
51089.33162092156,30358.917815245703,1.0,MITE_SDR,l1,81
51359.742195592335,30758.43614157,1.0,ITE_2M,l1,82
51592.0389652954,30758.43614157,1.0,ITE_SDR,l1,82
46563.10255313452,30758.43614157,1.0,MITE_2M,l1,82
51821.511432980995,30758.43614157,1.0,MITE_SDR,l1,82
51775.57082665106,30981.88693642877,1.0,ITE_2M,l1,83
52085.25389829368,30981.88693642877,1.0,ITE_SDR,l1,83
46648.96548387563,30981.88693642877,1.0,MITE_2M,l1,83
52333.259249564806,30981.88693642877,1.0,MITE_SDR,l1,83
51098.386720453935,30791.356683437734,1.0,ITE_2M,l1,84
51223.45349020748,30791.356683437734,1.0,ITE_SDR,l1,84
46395.09340828434,30791.356683437734,1.0,MITE_2M,l1,84
51664.231509332734,30791.356683437734,1.0,MITE_SDR,l1,84
50423.02181349559,30382.140834799022,1.0,ITE_2M,l1,85
50701.49185300807,30382.140834799022,1.0,ITE_SDR,l1,85
45881.23371928675,30382.140834799022,1.0,MITE_2M,l1,85
51038.7677225813,30382.140834799022,1.0,MITE_SDR,l1,85
51125.06917584462,30560.39222177674,1.0,ITE_2M,l1,86
51277.65355703567,30560.39222177674,1.0,ITE_SDR,l1,86
45883.40516343427,30560.39222177674,1.0,MITE_2M,l1,86
51565.36465518978,30560.39222177674,1.0,MITE_SDR,l1,86
51545.86398395783,31155.59581773857,1.0,ITE_2M,l1,87
51742.10726348488,31155.59581773857,1.0,ITE_SDR,l1,87
46716.088260886434,31155.59581773857,1.0,MITE_2M,l1,87
52064.745971033495,31155.59581773857,1.0,MITE_SDR,l1,87
50215.261821003805,30101.376166465878,1.0,ITE_2M,l1,88
50238.738633797,30101.376166465878,1.0,ITE_SDR,l1,88
45443.888429009414,30101.376166465878,1.0,MITE_2M,l1,88
50645.00509280648,30101.376166465878,1.0,MITE_SDR,l1,88
49383.599267527126,29732.371701612843,1.0,ITE_2M,l1,89
49459.0794357472,29732.371701612843,1.0,ITE_SDR,l1,89
44981.786335642224,29732.371701612843,1.0,MITE_2M,l1,89
49889.366467617176,29732.371701612843,1.0,MITE_SDR,l1,89
51561.806372241015,31064.877123442813,1.0,ITE_2M,l1,90
51869.2878865041,31064.877123442813,1.0,ITE_SDR,l1,90
46641.915564496834,31064.877123442813,1.0,MITE_2M,l1,90
52044.270908626524,31064.877123442813,1.0,MITE_SDR,l1,90
51316.301973774345,30841.764267443985,1.0,ITE_2M,l1,91
51353.682720034216,30841.764267443985,1.0,ITE_SDR,l1,91
46408.755467001865,30841.764267443985,1.0,MITE_2M,l1,91
51812.674630691436,30841.764267443985,1.0,MITE_SDR,l1,91
51897.57366935579,31033.930769846935,1.0,ITE_2M,l1,92
51796.74465824964,31033.930769846935,1.0,ITE_SDR,l1,92
46875.27639985538,31033.930769846935,1.0,MITE_2M,l1,92
52296.405309679016,31033.930769846935,1.0,MITE_SDR,l1,92
50864.524170738936,30499.868160095804,1.0,ITE_2M,l1,93
50973.75454659344,30499.868160095804,1.0,ITE_SDR,l1,93
45916.706139120986,30499.868160095804,1.0,MITE_2M,l1,93
51351.30517898235,30499.868160095804,1.0,MITE_SDR,l1,93
50606.73783965222,30582.731963346603,1.0,ITE_2M,l1,94
50650.35142013794,30582.731963346603,1.0,ITE_SDR,l1,94
45833.40234155912,30582.731963346603,1.0,MITE_2M,l1,94
51126.886176148524,30582.731963346603,1.0,MITE_SDR,l1,94
52066.38792053205,31086.425771867347,1.0,ITE_2M,l1,95
52121.02954322962,31086.425771867347,1.0,ITE_SDR,l1,95
47293.219263497595,31086.425771867347,1.0,MITE_2M,l1,95
52565.891397342864,31086.425771867347,1.0,MITE_SDR,l1,95
51212.089202548064,30844.456887590743,1.0,ITE_2M,l1,96
51436.67503685363,30844.456887590743,1.0,ITE_SDR,l1,96
46163.561769945154,30844.456887590743,1.0,MITE_2M,l1,96
51661.165104985135,30844.456887590743,1.0,MITE_SDR,l1,96
50650.7405176096,30654.546409807357,1.0,ITE_2M,l1,97
50803.29931093722,30654.546409807357,1.0,ITE_SDR,l1,97
46029.61515622894,30654.546409807357,1.0,MITE_2M,l1,97
51055.07047326037,30654.546409807357,1.0,MITE_SDR,l1,97
52160.27492764728,31214.338837534146,1.0,ITE_2M,l1,98
52183.12132641379,31214.338837534146,1.0,ITE_SDR,l1,98
47272.09070365368,31214.338837534146,1.0,MITE_2M,l1,98
52638.21729882042,31214.338837534146,1.0,MITE_SDR,l1,98
52030.28234929624,31130.3549100438,1.0,ITE_2M,l1,99
52203.460201469665,31130.3549100438,1.0,ITE_SDR,l1,99
47309.55530793368,31130.3549100438,1.0,MITE_2M,l1,99
52505.224676087775,31130.3549100438,1.0,MITE_SDR,l1,99
51976.965422258516,31207.64602605248,10.0,ITE_2M,l1,0
51833.404689082985,31207.64602605248,10.0,ITE_SDR,l1,0
47271.14897259121,31207.64602605248,10.0,MITE_2M,l1,0
52401.47680211038,31207.64602605248,10.0,MITE_SDR,l1,0
50651.16033369876,30399.752588804316,10.0,ITE_2M,l1,1
50581.397248102054,30399.752588804316,10.0,ITE_SDR,l1,1
46104.241791959554,30399.752588804316,10.0,MITE_2M,l1,1
50980.49781209104,30399.752588804316,10.0,MITE_SDR,l1,1
51672.96035658376,30829.69943635138,10.0,ITE_2M,l1,2
51651.52292114442,30829.69943635138,10.0,ITE_SDR,l1,2
46515.73528854338,30829.69943635138,10.0,MITE_2M,l1,2
52007.43837895387,30829.69943635138,10.0,MITE_SDR,l1,2
51604.798160855986,30898.601255421567,10.0,ITE_2M,l1,3
51526.54780847386,30898.601255421567,10.0,ITE_SDR,l1,3
46805.93504109066,30898.601255421567,10.0,MITE_2M,l1,3
51941.92833707758,30898.601255421567,10.0,MITE_SDR,l1,3
51535.14346170813,30935.639768512163,10.0,ITE_2M,l1,4
51521.667598038526,30935.639768512163,10.0,ITE_SDR,l1,4
46955.09042690983,30935.639768512163,10.0,MITE_2M,l1,4
52008.95825210613,30935.639768512163,10.0,MITE_SDR,l1,4
51340.10802537448,30854.428181796513,10.0,ITE_2M,l1,5
51481.57595767216,30854.428181796513,10.0,ITE_SDR,l1,5
46932.23977376002,30854.428181796513,10.0,MITE_2M,l1,5
51785.71086883533,30854.428181796513,10.0,MITE_SDR,l1,5
51681.37479934109,31075.208760766538,10.0,ITE_2M,l1,6
51437.38084404152,31075.208760766538,10.0,ITE_SDR,l1,6
46840.88921382849,31075.208760766538,10.0,MITE_2M,l1,6
51955.950104556505,31075.208760766538,10.0,MITE_SDR,l1,6
50574.948227399735,30425.28822767977,10.0,ITE_2M,l1,7
50575.28868669449,30425.28822767977,10.0,ITE_SDR,l1,7
46036.6287489442,30425.28822767977,10.0,MITE_2M,l1,7
50950.9093945436,30425.28822767977,10.0,MITE_SDR,l1,7
49856.22355551856,30144.17854545212,10.0,ITE_2M,l1,8
49816.719175777536,30144.17854545212,10.0,ITE_SDR,l1,8
45588.15457568789,30144.17854545212,10.0,MITE_2M,l1,8
50333.10031768405,30144.17854545212,10.0,MITE_SDR,l1,8
51507.567997804734,30939.293307334257,10.0,ITE_2M,l1,9
51383.54872095063,30939.293307334257,10.0,ITE_SDR,l1,9
46847.119316089236,30939.293307334257,10.0,MITE_2M,l1,9
51918.26788449134,30939.293307334257,10.0,MITE_SDR,l1,9
52851.36229706706,31705.519995653114,10.0,ITE_2M,l1,10
52967.648552272265,31705.519995653114,10.0,ITE_SDR,l1,10
47798.68197969503,31705.519995653114,10.0,MITE_2M,l1,10
53127.727228279065,31705.519995653114,10.0,MITE_SDR,l1,10
51132.87182493749,30609.24825561444,10.0,ITE_2M,l1,11
51040.522885171034,30609.24825561444,10.0,ITE_SDR,l1,11
46151.90564100168,30609.24825561444,10.0,MITE_2M,l1,11
51486.647487676375,30609.24825561444,10.0,MITE_SDR,l1,11
50918.21450878714,30574.853185167085,10.0,ITE_2M,l1,12
50946.486277125216,30574.853185167085,10.0,ITE_SDR,l1,12
46518.474894459316,30574.853185167085,10.0,MITE_2M,l1,12
51360.0691160986,30574.853185167085,10.0,MITE_SDR,l1,12
51029.53140207162,30460.491545177843,10.0,ITE_2M,l1,13
50793.87665056399,30460.491545177843,10.0,ITE_SDR,l1,13
46563.914159813816,30460.491545177843,10.0,MITE_2M,l1,13
51435.35809034553,30460.491545177843,10.0,MITE_SDR,l1,13
51949.72281439856,31240.963506778546,10.0,ITE_2M,l1,14
51939.80691602815,31240.963506778546,10.0,ITE_SDR,l1,14
47169.97049322786,31240.963506778546,10.0,MITE_2M,l1,14
52312.060564131716,31240.963506778546,10.0,MITE_SDR,l1,14
51096.1477115025,30595.81812255541,10.0,ITE_2M,l1,15
51191.52229225334,30595.81812255541,10.0,ITE_SDR,l1,15
46232.48723002497,30595.81812255541,10.0,MITE_2M,l1,15
51444.67829564404,30595.81812255541,10.0,MITE_SDR,l1,15
51996.35634417301,31200.29496400134,10.0,ITE_2M,l1,16
51928.42733835068,31200.29496400134,10.0,ITE_SDR,l1,16
46982.19583697256,31200.29496400134,10.0,MITE_2M,l1,16
52316.77543617682,31200.29496400134,10.0,MITE_SDR,l1,16
50534.38198204478,30380.13134825,10.0,ITE_2M,l1,17
50392.45162633694,30380.13134825,10.0,ITE_SDR,l1,17
45717.483756941525,30380.13134825,10.0,MITE_2M,l1,17
50915.53701975072,30380.13134825,10.0,MITE_SDR,l1,17
51805.596465024544,31156.02816329956,10.0,ITE_2M,l1,18
51871.66326614211,31156.02816329956,10.0,ITE_SDR,l1,18
47024.11901258992,31156.02816329956,10.0,MITE_2M,l1,18
52268.67418043034,31156.02816329956,10.0,MITE_SDR,l1,18
50202.601242623066,30449.44195385465,10.0,ITE_2M,l1,19
50500.058554940944,30449.44195385465,10.0,ITE_SDR,l1,19
45434.799344824365,30449.44195385465,10.0,MITE_2M,l1,19
50608.99233447962,30449.44195385465,10.0,MITE_SDR,l1,19
49984.31030608228,29881.56257739532,10.0,ITE_2M,l1,20
49944.892249676035,29881.56257739532,10.0,ITE_SDR,l1,20
44672.221261986815,29881.56257739532,10.0,MITE_2M,l1,20
50209.88016569043,29881.56257739532,10.0,MITE_SDR,l1,20
50752.37687007009,30712.35734728958,10.0,ITE_2M,l1,21
50645.98173723671,30712.35734728958,10.0,ITE_SDR,l1,21
46708.54917433903,30712.35734728958,10.0,MITE_2M,l1,21
51304.803112683614,30712.35734728958,10.0,MITE_SDR,l1,21
50871.95798840533,30528.9178925007,10.0,ITE_2M,l1,22
50693.112100580496,30528.9178925007,10.0,ITE_SDR,l1,22
46297.09401284248,30528.9178925007,10.0,MITE_2M,l1,22
51198.216350593684,30528.9178925007,10.0,MITE_SDR,l1,22
51029.52537089611,30611.73137939615,10.0,ITE_2M,l1,23
51176.576213741086,30611.73137939615,10.0,ITE_SDR,l1,23
46183.09832911693,30611.73137939615,10.0,MITE_2M,l1,23
51525.88537159129,30611.73137939615,10.0,MITE_SDR,l1,23
52500.68063040584,31507.17756908607,10.0,ITE_2M,l1,24
52539.11961047621,31507.17756908607,10.0,ITE_SDR,l1,24
47237.78818068945,31507.17756908607,10.0,MITE_2M,l1,24
52878.865801296815,31507.17756908607,10.0,MITE_SDR,l1,24
52211.845880034416,31286.70346259212,10.0,ITE_2M,l1,25
52158.360418681936,31286.70346259212,10.0,ITE_SDR,l1,25
47600.52482716932,31286.70346259212,10.0,MITE_2M,l1,25
52512.859927038415,31286.70346259212,10.0,MITE_SDR,l1,25
51671.91970468297,31113.53117225523,10.0,ITE_2M,l1,26
51578.82174395248,31113.53117225523,10.0,ITE_SDR,l1,26
46863.78431443022,31113.53117225523,10.0,MITE_2M,l1,26
52149.84852188458,31113.53117225523,10.0,MITE_SDR,l1,26
49892.96946860794,29917.225080735254,10.0,ITE_2M,l1,27
49740.41663186358,29917.225080735254,10.0,ITE_SDR,l1,27
45224.649492246775,29917.225080735254,10.0,MITE_2M,l1,27
50286.769848130665,29917.225080735254,10.0,MITE_SDR,l1,27
51599.29690889513,30863.64415005397,10.0,ITE_2M,l1,28
51314.99122785228,30863.64415005397,10.0,ITE_SDR,l1,28
46636.51103771559,30863.64415005397,10.0,MITE_2M,l1,28
52108.856064666434,30863.64415005397,10.0,MITE_SDR,l1,28
50248.627385517975,30225.70387882949,10.0,ITE_2M,l1,29
50204.37340486899,30225.70387882949,10.0,ITE_SDR,l1,29
45491.568436515096,30225.70387882949,10.0,MITE_2M,l1,29
50693.31710356505,30225.70387882949,10.0,MITE_SDR,l1,29
51501.53469816281,30914.671889072157,10.0,ITE_2M,l1,30
51348.648609759286,30914.671889072157,10.0,ITE_SDR,l1,30
46928.25250983839,30914.671889072157,10.0,MITE_2M,l1,30
51944.75485777958,30914.671889072157,10.0,MITE_SDR,l1,30
52563.637197692595,31530.511689311934,10.0,ITE_2M,l1,31
52448.75494578138,31530.511689311934,10.0,ITE_SDR,l1,31
47851.88807874424,31530.511689311934,10.0,MITE_2M,l1,31
52976.11254678836,31530.511689311934,10.0,MITE_SDR,l1,31
50299.549783842434,30372.67894682605,10.0,ITE_2M,l1,32
50472.28392554793,30372.67894682605,10.0,ITE_SDR,l1,32
45591.891663240596,30372.67894682605,10.0,MITE_2M,l1,32
50690.71329160556,30372.67894682605,10.0,MITE_SDR,l1,32
52255.118958713254,31349.210059126464,10.0,ITE_2M,l1,33
52167.83756858255,31349.210059126464,10.0,ITE_SDR,l1,33
47497.688919929744,31349.210059126464,10.0,MITE_2M,l1,33
52663.2999738887,31349.210059126464,10.0,MITE_SDR,l1,33
52155.586326713856,31389.043168473218,10.0,ITE_2M,l1,34
52082.99010879041,31389.043168473218,10.0,ITE_SDR,l1,34
47211.152923702626,31389.043168473218,10.0,MITE_2M,l1,34
52514.84667014919,31389.043168473218,10.0,MITE_SDR,l1,34
51338.16542566626,30981.4786476546,10.0,ITE_2M,l1,35
51251.50383376533,30981.4786476546,10.0,ITE_SDR,l1,35
46925.520812595656,30981.4786476546,10.0,MITE_2M,l1,35
51840.77705726124,30981.4786476546,10.0,MITE_SDR,l1,35
52555.23451898415,31539.59922555248,10.0,ITE_2M,l1,36
52500.334114596924,31539.59922555248,10.0,ITE_SDR,l1,36
47454.32549464912,31539.59922555248,10.0,MITE_2M,l1,36
52874.301584052635,31539.59922555248,10.0,MITE_SDR,l1,36
51868.51463447449,31120.28863328824,10.0,ITE_2M,l1,37
51868.143207108405,31120.28863328824,10.0,ITE_SDR,l1,37
46979.507753620666,31120.28863328824,10.0,MITE_2M,l1,37
52253.73237855613,31120.28863328824,10.0,MITE_SDR,l1,37
51346.8699314358,30914.17166058165,10.0,ITE_2M,l1,38
51177.02900451233,30914.17166058165,10.0,ITE_SDR,l1,38
46712.74675391647,30914.17166058165,10.0,MITE_2M,l1,38
51653.0121248877,30914.17166058165,10.0,MITE_SDR,l1,38
51834.81542282851,30973.647828540707,10.0,ITE_2M,l1,39
51615.74952698301,30973.647828540707,10.0,ITE_SDR,l1,39
46429.40573998442,30973.647828540707,10.0,MITE_2M,l1,39
52162.98841789053,30973.647828540707,10.0,MITE_SDR,l1,39
51015.174338002245,30734.616789853848,10.0,ITE_2M,l1,40
51176.15639294019,30734.616789853848,10.0,ITE_SDR,l1,40
45751.93437087144,30734.616789853848,10.0,MITE_2M,l1,40
51218.02626623949,30734.616789853848,10.0,MITE_SDR,l1,40
50949.99981421785,30619.56727980273,10.0,ITE_2M,l1,41
50678.36363779975,30619.56727980273,10.0,ITE_SDR,l1,41
45885.11166218829,30619.56727980273,10.0,MITE_2M,l1,41
51327.11247211948,30619.56727980273,10.0,MITE_SDR,l1,41
51723.64598941241,31085.797385162245,10.0,ITE_2M,l1,42
51606.255742645306,31085.797385162245,10.0,ITE_SDR,l1,42
47255.02854408647,31085.797385162245,10.0,MITE_2M,l1,42
52139.38841126031,31085.797385162245,10.0,MITE_SDR,l1,42
52091.94066401965,31209.252218875612,10.0,ITE_2M,l1,43
51997.029495248535,31209.252218875612,10.0,ITE_SDR,l1,43
47278.99200174751,31209.252218875612,10.0,MITE_2M,l1,43
52478.86958808483,31209.252218875612,10.0,MITE_SDR,l1,43
52015.320631113886,31088.799445358636,10.0,ITE_2M,l1,44
51681.38460952228,31088.799445358636,10.0,ITE_SDR,l1,44
47239.324249861296,31088.799445358636,10.0,MITE_2M,l1,44
52488.36231282912,31088.799445358636,10.0,MITE_SDR,l1,44
50733.00254031712,30386.813256467096,10.0,ITE_2M,l1,45
50598.884816073965,30386.813256467096,10.0,ITE_SDR,l1,45
46350.46459230862,30386.813256467096,10.0,MITE_2M,l1,45
51209.461716898186,30386.813256467096,10.0,MITE_SDR,l1,45
51216.55638198786,30626.650750212328,10.0,ITE_2M,l1,46
50872.847628038966,30626.650750212328,10.0,ITE_SDR,l1,46
46678.575831625596,30626.650750212328,10.0,MITE_2M,l1,46
51680.507019824836,30626.650750212328,10.0,MITE_SDR,l1,46
50444.59590524538,30512.699585617578,10.0,ITE_2M,l1,47
50363.65806792949,30512.699585617578,10.0,ITE_SDR,l1,47
46092.96245858889,30512.699585617578,10.0,MITE_2M,l1,47
50893.392813444334,30512.699585617578,10.0,MITE_SDR,l1,47
50483.95852800437,30336.322804520136,10.0,ITE_2M,l1,48
50544.057817278604,30336.322804520136,10.0,ITE_SDR,l1,48
46021.31292230501,30336.322804520136,10.0,MITE_2M,l1,48
50988.147151861536,30336.322804520136,10.0,MITE_SDR,l1,48
50906.818203234245,30670.02392495291,10.0,ITE_2M,l1,49
50697.75476071813,30670.02392495291,10.0,ITE_SDR,l1,49
46176.03868296585,30670.02392495291,10.0,MITE_2M,l1,49
51294.54486198905,30670.02392495291,10.0,MITE_SDR,l1,49
50890.1032329556,30406.04118465264,10.0,ITE_2M,l1,50
50788.821531587855,30406.04118465264,10.0,ITE_SDR,l1,50
45794.79783410332,30406.04118465264,10.0,MITE_2M,l1,50
51245.362583422335,30406.04118465264,10.0,MITE_SDR,l1,50
51764.1368918979,31027.18051167582,10.0,ITE_2M,l1,51
51748.6415973488,31027.18051167582,10.0,ITE_SDR,l1,51
46685.83614117832,31027.18051167582,10.0,MITE_2M,l1,51
52162.03850220778,31027.18051167582,10.0,MITE_SDR,l1,51
51494.16373411757,31059.699933607306,10.0,ITE_2M,l1,52
51351.20788600215,31059.699933607306,10.0,ITE_SDR,l1,52
46743.17267389634,31059.699933607306,10.0,MITE_2M,l1,52
51830.86713426103,31059.699933607306,10.0,MITE_SDR,l1,52
51226.58886708552,30802.457502199715,10.0,ITE_2M,l1,53
51166.90397666817,30802.457502199715,10.0,ITE_SDR,l1,53
45835.71439124914,30802.457502199715,10.0,MITE_2M,l1,53
51506.07373260757,30802.457502199715,10.0,MITE_SDR,l1,53
51185.819173541066,30823.60688922453,10.0,ITE_2M,l1,54
51354.72763192061,30823.60688922453,10.0,ITE_SDR,l1,54
47006.34221588041,30823.60688922453,10.0,MITE_2M,l1,54
51682.93045970314,30823.60688922453,10.0,MITE_SDR,l1,54
51036.84813272456,30734.602629600937,10.0,ITE_2M,l1,55
51041.06326321269,30734.602629600937,10.0,ITE_SDR,l1,55
46132.17312105602,30734.602629600937,10.0,MITE_2M,l1,55
51378.93814370712,30734.602629600937,10.0,MITE_SDR,l1,55
50199.80606826625,30134.685806199952,10.0,ITE_2M,l1,56
49896.17671921488,30134.685806199952,10.0,ITE_SDR,l1,56
45644.536983247155,30134.685806199952,10.0,MITE_2M,l1,56
50583.089474983484,30134.685806199952,10.0,MITE_SDR,l1,56
51421.16492036419,30732.62969009872,10.0,ITE_2M,l1,57
51055.74245231742,30732.62969009872,10.0,ITE_SDR,l1,57
46295.28746596337,30732.62969009872,10.0,MITE_2M,l1,57
51761.263179796035,30732.62969009872,10.0,MITE_SDR,l1,57
51513.51301927637,30924.019877077528,10.0,ITE_2M,l1,58
51517.86475058797,30924.019877077528,10.0,ITE_SDR,l1,58
46766.428828000804,30924.019877077528,10.0,MITE_2M,l1,58
51827.61288778405,30924.019877077528,10.0,MITE_SDR,l1,58
51037.178109547414,30693.14566670831,10.0,ITE_2M,l1,59
50956.03279788568,30693.14566670831,10.0,ITE_SDR,l1,59
46061.94984671456,30693.14566670831,10.0,MITE_2M,l1,59
51433.66743924317,30693.14566670831,10.0,MITE_SDR,l1,59
52257.314152223604,31433.122404453963,10.0,ITE_2M,l1,60
52203.96532907611,31433.122404453963,10.0,ITE_SDR,l1,60
47630.63467819041,31433.122404453963,10.0,MITE_2M,l1,60
52743.890153614804,31433.122404453963,10.0,MITE_SDR,l1,60
50257.960093252615,30118.655254301266,10.0,ITE_2M,l1,61
50202.26001868773,30118.655254301266,10.0,ITE_SDR,l1,61
45569.059976124336,30118.655254301266,10.0,MITE_2M,l1,61
50758.742955890615,30118.655254301266,10.0,MITE_SDR,l1,61
51035.63253599292,30692.83856427777,10.0,ITE_2M,l1,62
50923.90611736852,30692.83856427777,10.0,ITE_SDR,l1,62
46312.539954493004,30692.83856427777,10.0,MITE_2M,l1,62
51574.97650737104,30692.83856427777,10.0,MITE_SDR,l1,62
51783.98204128056,30982.049123563444,10.0,ITE_2M,l1,63
51696.054806934764,30982.049123563444,10.0,ITE_SDR,l1,63
46740.09860455589,30982.049123563444,10.0,MITE_2M,l1,63
52228.469712613216,30982.049123563444,10.0,MITE_SDR,l1,63
51628.20448546354,30938.86251197233,10.0,ITE_2M,l1,64
51260.99160438953,30938.86251197233,10.0,ITE_SDR,l1,64
46840.10760253185,30938.86251197233,10.0,MITE_2M,l1,64
52048.54206787323,30938.86251197233,10.0,MITE_SDR,l1,64
50540.11615509285,30295.582974008346,10.0,ITE_2M,l1,65
50393.943019471415,30295.582974008346,10.0,ITE_SDR,l1,65
45924.167613613005,30295.582974008346,10.0,MITE_2M,l1,65
51039.57557262646,30295.582974008346,10.0,MITE_SDR,l1,65
51539.755936919806,30916.98804584253,10.0,ITE_2M,l1,66
51434.0734794524,30916.98804584253,10.0,ITE_SDR,l1,66
46085.76341744403,30916.98804584253,10.0,MITE_2M,l1,66
51824.55731944447,30916.98804584253,10.0,MITE_SDR,l1,66
49969.85713329175,29976.91841958587,10.0,ITE_2M,l1,67
49966.08284126378,29976.91841958587,10.0,ITE_SDR,l1,67
45447.66707739527,29976.91841958587,10.0,MITE_2M,l1,67
50386.23378928403,29976.91841958587,10.0,MITE_SDR,l1,67
51341.259392834356,30652.48415038931,10.0,ITE_2M,l1,68
51249.749245446816,30652.48415038931,10.0,ITE_SDR,l1,68
46810.21888728339,30652.48415038931,10.0,MITE_2M,l1,68
51897.05653539628,30652.48415038931,10.0,MITE_SDR,l1,68
50717.02406416882,30512.595052491768,10.0,ITE_2M,l1,69
50581.46538729657,30512.595052491768,10.0,ITE_SDR,l1,69
45905.57257582784,30512.595052491768,10.0,MITE_2M,l1,69
51185.68463560836,30512.595052491768,10.0,MITE_SDR,l1,69
52637.71052500572,31475.970304030165,10.0,ITE_2M,l1,70
52539.10040207564,31475.970304030165,10.0,ITE_SDR,l1,70
47807.103595173045,31475.970304030165,10.0,MITE_2M,l1,70
53040.135606110896,31475.970304030165,10.0,MITE_SDR,l1,70
51012.779487498025,30740.72624192483,10.0,ITE_2M,l1,71
51007.758304300994,30740.72624192483,10.0,ITE_SDR,l1,71
46456.77431247271,30740.72624192483,10.0,MITE_2M,l1,71
51447.85700736825,30740.72624192483,10.0,MITE_SDR,l1,71
51245.21213347947,30749.25333707641,10.0,ITE_2M,l1,72
51075.55427266883,30749.25333707641,10.0,ITE_SDR,l1,72
46845.34261417649,30749.25333707641,10.0,MITE_2M,l1,72
51821.23537514513,30749.25333707641,10.0,MITE_SDR,l1,72
51190.914228629386,30706.493542034037,10.0,ITE_2M,l1,73
51100.56050870057,30706.493542034037,10.0,ITE_SDR,l1,73
46312.240621358935,30706.493542034037,10.0,MITE_2M,l1,73
51593.382381297284,30706.493542034037,10.0,MITE_SDR,l1,73
50858.48202415475,30477.77226705096,10.0,ITE_2M,l1,74
50845.205978944134,30477.77226705096,10.0,ITE_SDR,l1,74
46222.48890740437,30477.77226705096,10.0,MITE_2M,l1,74
51312.42391984518,30477.77226705096,10.0,MITE_SDR,l1,74
49149.19885707131,29489.227680846074,10.0,ITE_2M,l1,75
49121.291656493915,29489.227680846074,10.0,ITE_SDR,l1,75
44642.7026658829,29489.227680846074,10.0,MITE_2M,l1,75
49567.74333055097,29489.227680846074,10.0,MITE_SDR,l1,75
51963.171255990754,31179.608250364152,10.0,ITE_2M,l1,76
51998.90632324657,31179.608250364152,10.0,ITE_SDR,l1,76
46746.94983564682,31179.608250364152,10.0,MITE_2M,l1,76
52241.67954807945,31179.608250364152,10.0,MITE_SDR,l1,76
50430.8442029737,30303.208354432558,10.0,ITE_2M,l1,77
50416.015056419725,30303.208354432558,10.0,ITE_SDR,l1,77
45622.27341711854,30303.208354432558,10.0,MITE_2M,l1,77
50769.747668835975,30303.208354432558,10.0,MITE_SDR,l1,77
51594.61546617165,30796.006261968883,10.0,ITE_2M,l1,78
51400.60687183421,30796.006261968883,10.0,ITE_SDR,l1,78
46654.03320867944,30796.006261968883,10.0,MITE_2M,l1,78
52019.43599274954,30796.006261968883,10.0,MITE_SDR,l1,78
50672.47586967988,30522.02873936016,10.0,ITE_2M,l1,79
50548.42916483713,30522.02873936016,10.0,ITE_SDR,l1,79
46036.07934262438,30522.02873936016,10.0,MITE_2M,l1,79
51188.13252329458,30522.02873936016,10.0,MITE_SDR,l1,79
51229.63242392569,30769.545316136573,10.0,ITE_2M,l1,80
50972.11945335263,30769.545316136573,10.0,ITE_SDR,l1,80
46467.404124379726,30769.545316136573,10.0,MITE_2M,l1,80
