method,split,RMSE,AUUC,AUUC_thout
RAND,0,,735.0736999138935,787.500000000601
ITE_best,0,0.0027302253293639256,894.6879172400461,1014.7500000007569
ITE_2M,0,0.0027301009510086547,894.6879172400461,1014.7500000007569
ITE_SDR,0,0.002729832176735118,894.6879172400461,1014.7500000007569
MITE_2M,0,0.00025983843333064836,1175.6934601239109,1158.7500000009045
MITE_SDR,0,0.0002573019656279514,1175.6934601239109,1158.7500000009045
Oracle,0,,1175.6934601239109,1158.7500000009045
RAND,1,,572.1324726657367,787.500000000601
ITE_best,1,0.0017252241437858433,947.7687803745696,1127.2500000008583
ITE_2M,1,0.0017239376109426786,947.7687803745696,1127.2500000008583
ITE_SDR,1,0.0017112779138978968,947.7687803745696,1127.2500000008583
MITE_2M,1,0.0002867493931318001,950.0186525485221,1158.7500000009045
MITE_SDR,1,0.00027983133711148356,950.0186525485221,1158.7500000009045
Oracle,1,,950.0186525485221,1158.7500000009045
RAND,2,,579.2383154308882,787.5000000006016
ITE_best,2,0.00211610868155446,888.6771022388756,1095.7500000008772
ITE_2M,2,0.0021153755764162013,888.6771022388756,1095.7500000008772
ITE_SDR,2,0.0021151152582027538,888.6771022388756,1095.7500000008772
MITE_2M,2,0.00020596852028347034,1024.3285169942644,1158.7500000009059
MITE_SDR,2,0.00020246440158592054,1024.3285169942644,1158.7500000009059
Oracle,2,,1024.3285169942644,1158.7500000009059
RAND,3,,553.2850098579875,787.5000000006012
ITE_best,3,0.0021733398481064963,755.8535520734448,1091.2500000008697
ITE_2M,3,0.002172056137808751,755.8535520734448,1091.2500000008697
ITE_SDR,3,0.002172286452080686,755.8535520734448,1091.2500000008697
MITE_2M,3,0.000199025005825814,892.8197274857166,1158.750000000905
MITE_SDR,3,0.00020065421398620043,892.8197274857166,1158.750000000905
Oracle,3,,892.8197274857166,1158.750000000905
RAND,4,,725.2052269700143,787.5000000006014
ITE_best,4,0.0016846907235464749,1002.5899100337085,1136.2500000008595
ITE_2M,4,0.0016815006175750706,1002.5899100337085,1136.2500000008595
ITE_SDR,4,0.0016838856707691297,1002.5899100337085,1136.2500000008595
MITE_2M,4,0.00034055298426435984,1025.677189532731,1158.7500000009047
MITE_SDR,4,0.00033887521251340594,1025.677189532731,1158.7500000009047
Oracle,4,,1025.677189532731,1158.7500000009047
RAND,5,,694.7421207566949,787.5000000006011
ITE_best,5,0.0017838306874405037,1047.708976565341,1104.7500000008754
ITE_2M,5,0.001781487812149641,1047.708976565341,1104.7500000008754
ITE_SDR,5,0.00178333662730446,1047.708976565341,1104.7500000008754
MITE_2M,5,0.00021439465851901858,1106.7659648398198,1158.7500000009047
MITE_SDR,5,0.00020894902796154619,1106.7659648398198,1158.7500000009047
Oracle,5,,1106.7659648398198,1158.7500000009047
RAND,6,,747.1573808799767,787.5000000006007
ITE_best,6,0.001593113514131424,1054.5914571653666,1104.7500000008522
ITE_2M,6,0.0015926064482308625,1054.5914571653666,1104.7500000008522
ITE_SDR,6,0.0015929700068977213,1054.5914571653666,1104.7500000008522
MITE_2M,6,0.0003404198677567424,1163.3850769697392,1158.7500000009038
MITE_SDR,6,0.0003391289657120516,1163.3850769697392,1158.7500000009038
Oracle,6,,1163.3850769697392,1158.7500000009038
RAND,7,,862.4423618219043,787.500000000601
ITE_best,7,0.0023814938318542935,1134.5561958994083,1113.7500000008454
ITE_2M,7,0.0023804077931063325,1134.5561958994083,1113.7500000008454
ITE_SDR,7,0.002380842600624652,1134.5561958994083,1113.7500000008454
MITE_2M,7,0.00028767192517322354,1167.8550901614494,1154.250000000893
MITE_SDR,7,0.0002871138506053488,1167.8550901614494,1154.250000000893
Oracle,7,,1171.0719044674292,1158.7500000009047
RAND,8,,683.7765286339381,787.500000000601
ITE_best,8,0.001996047549369019,1061.2372613752314,1109.2500000008497
ITE_2M,8,0.001994871844901108,1061.2372613752314,1109.2500000008497
ITE_SDR,8,0.001995411303125398,1061.2372613752314,1109.2500000008497
MITE_2M,8,0.00018966392009550726,1135.6503321642938,1158.7500000009045
MITE_SDR,8,0.00018775933115333193,1135.6503321642938,1158.7500000009045
Oracle,8,,1135.6503321642938,1158.7500000009045
RAND,9,,859.4230806129563,787.500000000601
ITE_best,9,0.0021992407677980334,1105.1501497255701,1064.2500000007847
ITE_2M,9,0.0021985569131894463,1105.1501497255701,1064.2500000007847
ITE_SDR,9,0.0021989593185483733,1105.1501497255701,1064.2500000007847
MITE_2M,9,0.00022916642045955264,1303.8880394091334,1158.7500000009043
MITE_SDR,9,0.00023306535164044337,1303.8880394091334,1158.7500000009043
Oracle,9,,1303.8880394091334,1158.7500000009043
RAND,10,,669.5411570987817,787.5000000006019
ITE_best,10,0.001855509239779067,977.5036916035165,1113.7500000008677
ITE_2M,10,0.0018544330257336944,977.5036916035165,1113.7500000008677
ITE_SDR,10,0.0018502897716354623,977.5036916035165,1113.7500000008677
MITE_2M,10,0.0002297296867099733,1044.699655748016,1158.750000000906
MITE_SDR,10,0.00023042997157440444,1044.699655748016,1158.750000000906
Oracle,10,,1044.699655748016,1158.750000000906
RAND,11,,770.8677683637288,787.5000000006013
ITE_best,11,0.0016798137834177016,1153.4180595084608,1091.2500000008115
ITE_2M,11,0.0016815595054615429,1153.4180595084608,1091.2500000008115
ITE_SDR,11,0.0016797797518411982,1153.4180595084608,1091.2500000008115
MITE_2M,11,0.0002944718544601961,1226.101363171494,1154.2500000008981
MITE_SDR,11,0.0002951022609004382,1226.101363171494,1154.2500000008981
Oracle,11,,1242.972699654191,1158.7500000009045
RAND,12,,687.0385762023652,787.500000000601
ITE_best,12,0.0011564167273420314,1039.846070651112,1149.7500000009109
ITE_2M,12,0.0011538466478770318,1039.846070651112,1149.7500000009109
ITE_SDR,12,0.001155784187219133,1039.846070651112,1149.7500000009109
MITE_2M,12,0.00020430818847743738,1042.5579867452782,1158.7500000009043
MITE_SDR,12,0.00019658205862346637,1042.5579867452782,1158.7500000009043
Oracle,12,,1042.5579867452782,1158.7500000009043
RAND,13,,791.1954848050373,787.500000000601
ITE_best,13,0.0017906086663596428,1115.9082103445803,1109.2500000008508
ITE_2M,13,0.0017895767669434586,1115.9082103445803,1109.2500000008508
ITE_SDR,13,0.0017824375921587077,1115.9082103445803,1109.2500000008508
MITE_2M,13,0.00032599014245059257,1174.319558218155,1154.2500000008927
MITE_SDR,13,0.00032567281264284407,1174.319558218155,1154.2500000008927
Oracle,13,,1183.1648318088771,1158.7500000009045
RAND,14,,640.2688197086391,787.5000000006014
ITE_best,14,0.0023125576511657257,865.217208125798,1104.7500000008465
ITE_2M,14,0.0023111114180671,865.217208125798,1104.7500000008465
ITE_SDR,14,0.0023115440607669835,865.217208125798,1104.7500000008465
MITE_2M,14,0.0003225986089850995,972.1410932568615,1158.750000000905
MITE_SDR,14,0.0003221975928139366,972.1410932568615,1158.750000000905
Oracle,14,,972.1410932568615,1158.750000000905
