method,split,RMSE,AUUC,AUUC_thout
RAND,0,,1701.3618381764027,1749.9999999993847
ITE_best,0,0.0014368491848173875,2454.562239753697,2574.9999999991983
ITE_2M,0,0.0014360360332365176,2454.562239753697,2574.9999999991983
ITE_SDR,0,0.0014353110407486142,2454.562239753697,2574.9999999991983
MITE_2M,0,0.0002542519096036682,2454.562239753697,2574.9999999991983
MITE_SDR,0,0.0002516951261256829,2454.562239753697,2574.9999999991983
Oracle,0,,2454.562239753697,2574.9999999991983
RAND,1,,1863.4429119692977,1749.9999999993838
ITE_best,1,0.002443436746729415,2552.5258457979808,2504.9999999992415
ITE_2M,1,0.0024421814321278594,2552.5258457979808,2504.9999999992415
ITE_SDR,1,0.0024417865156177707,2552.5258457979808,2504.9999999992415
MITE_2M,1,0.0003163373237564937,2587.0428022388696,2574.999999999193
MITE_SDR,1,0.00032303236380470094,2587.0428022388696,2574.999999999193
Oracle,1,,2587.0428022388696,2574.999999999193
RAND,2,,1752.7081381528333,1749.9999999993852
ITE_best,2,0.0019618570607236115,2447.4570553684225,2534.9999999992333
ITE_2M,2,0.001960862209427906,2447.4570553684225,2534.9999999992333
ITE_SDR,2,0.0019604302658601147,2447.4570553684225,2534.9999999992333
MITE_2M,2,0.00042189039416121985,2490.2944679224447,2574.9999999991983
MITE_SDR,2,0.0004213225909980566,2490.2944679224447,2574.9999999991983
Oracle,2,,2490.2944679224447,2574.9999999991983
RAND,3,,1806.5895022192199,1749.9999999993847
ITE_best,3,0.002529358494724175,2463.878948956331,2454.9999999992747
ITE_2M,3,0.002528160454380304,2463.878948956331,2454.9999999992747
ITE_SDR,3,0.002527841830867705,2463.878948956331,2454.9999999992747
MITE_2M,3,0.0004419198008849823,2554.046357929588,2574.999999999199
MITE_SDR,3,0.00043759701248459546,2554.046357929588,2574.999999999199
Oracle,3,,2554.046357929588,2574.999999999199
RAND,4,,1798.3571457104154,1749.9999999993881
ITE_best,4,0.002339305984508209,2544.824611786994,2564.999999999211
ITE_2M,4,0.002338142374764849,2544.824611786994,2564.999999999211
ITE_SDR,4,0.0023382274610468223,2544.824611786994,2564.999999999211
MITE_2M,4,0.0004602046244288946,2567.5744789540204,2574.999999999201
MITE_SDR,4,0.00046180657538615917,2567.5744789540204,2574.999999999201
Oracle,4,,2567.5744789540204,2574.999999999201
RAND,5,,1841.5548219287703,1749.9999999993875
ITE_best,5,0.002329906625852958,2538.137546207643,2494.9999999992538
ITE_2M,5,0.0023288724951629302,2538.137546207643,2494.9999999992538
ITE_SDR,5,0.0023285667276028584,2538.137546207643,2494.9999999992538
MITE_2M,5,0.000343071541369588,2598.343918429341,2574.999999999198
MITE_SDR,5,0.00034320711865367477,2598.343918429341,2574.999999999198
Oracle,5,,2598.343918429341,2574.999999999198
RAND,6,,1809.5946621309486,1749.9999999993856
ITE_best,6,0.0021588731928853717,2507.489638232494,2474.999999999265
ITE_2M,6,0.0021579125643364588,2507.489638232494,2474.999999999265
ITE_SDR,6,0.0021579082442643523,2507.489638232494,2474.999999999265
MITE_2M,6,0.0003557068380898672,2588.5813309724026,2574.999999999199
MITE_SDR,6,0.0003512373282595762,2588.5813309724026,2574.999999999199
Oracle,6,,2588.5813309724026,2574.999999999199
RAND,7,,1736.6244081446494,1749.9999999993875
ITE_best,7,0.0014743380940727459,2405.871634745207,2574.9999999992024
ITE_2M,7,0.0014730351370790696,2405.871634745207,2574.9999999992024
ITE_SDR,7,0.0014730468708743637,2405.871634745207,2574.9999999992024
MITE_2M,7,0.00028879836906966317,2405.871634745207,2574.9999999992024
MITE_SDR,7,0.0002901236548955408,2405.871634745207,2574.9999999992024
Oracle,7,,2405.871634745207,2574.9999999992024
RAND,8,,1638.2750743754768,1749.9999999993881
ITE_best,8,0.0024157962901888287,2416.9090541743735,2484.9999999992638
ITE_2M,8,0.0024149883586080524,2416.9090541743735,2484.9999999992638
ITE_SDR,8,0.002413762270960972,2416.9090541743735,2484.9999999992638
MITE_2M,8,0.0003228264985017091,2431.9176476159114,2574.9999999992037
MITE_SDR,8,0.00032365901938626984,2431.9176476159114,2574.9999999992037
Oracle,8,,2431.9176476159114,2574.9999999992037
RAND,9,,1870.0159428339648,1749.9999999993875
ITE_best,9,0.0020346396972195408,2634.601460526717,2464.999999999188
ITE_2M,9,0.0020368090824019625,2634.601460526717,2464.999999999188
ITE_SDR,9,0.002034155955522033,2634.601460526717,2464.999999999188
MITE_2M,9,0.00033683585908481697,2704.1337377934387,2574.9999999992006
MITE_SDR,9,0.0003365034783389858,2704.1337377934387,2574.9999999992006
Oracle,9,,2704.1337377934387,2574.9999999992006
RAND,10,,1748.9872934689229,1749.9999999993856
ITE_best,10,0.0018228030761991325,2437.437740010126,2544.9999999992224
ITE_2M,10,0.001821336320065352,2437.437740010126,2544.9999999992224
ITE_SDR,10,0.0018209414304391901,2437.437740010126,2544.9999999992224
MITE_2M,10,0.00031685497297154723,2442.227476250232,2574.9999999991974
MITE_SDR,10,0.0003137416595372732,2442.227476250232,2574.9999999991974
Oracle,10,,2442.227476250232,2574.9999999991974
RAND,11,,1812.975678910465,1749.9999999993847
ITE_best,11,0.0017450566881955542,2546.6829997618133,2564.9999999992037
ITE_2M,11,0.001744053741696684,2546.6829997618133,2564.9999999992037
ITE_SDR,11,0.0017430471112412573,2546.6829997618133,2564.9999999992037
MITE_2M,11,0.0003405245634175516,2554.929237235212,2574.9999999991983
MITE_SDR,11,0.00034120390720031394,2554.929237235212,2574.9999999991983
Oracle,11,,2554.929237235212,2574.9999999991983
RAND,12,,1785.4204114737404,1749.9999999993888
ITE_best,12,0.0023372341898538177,2542.363986930995,2514.999999999238
ITE_2M,12,0.002336272330877267,2542.363986930995,2514.999999999238
ITE_SDR,12,0.0023350771987275336,2542.363986930995,2514.999999999238
MITE_2M,12,0.0004218408193096953,2584.447341167526,2574.999999999203
MITE_SDR,12,0.0004242627796242132,2584.447341167526,2574.999999999203
Oracle,12,,2584.447341167526,2574.999999999203
RAND,13,,1742.6000407995089,1749.999999999388
ITE_best,13,0.0027881501351712233,2441.281524976022,2494.9999999992574
ITE_2M,13,0.0027870143491770215,2441.281524976022,2494.9999999992574
ITE_SDR,13,0.002786420472979525,2441.281524976022,2494.9999999992574
MITE_2M,13,0.00026284275006745726,2503.413434383869,2574.9999999992024
MITE_SDR,13,0.00026366325280331954,2503.413434383869,2574.9999999992024
Oracle,13,,2503.413434383869,2574.9999999992024
RAND,14,,1733.83016152247,1749.9999999993843
ITE_best,14,0.002324240998185787,2444.1866555495926,2514.9999999992415
ITE_2M,14,0.0023229473463101725,2444.1866555495926,2514.9999999992415
ITE_SDR,14,0.0023223936715105614,2444.1866555495926,2514.9999999992415
MITE_2M,14,0.00029315933878167614,2460.047480776255,2574.999999999196
MITE_SDR,14,0.0002847793656412236,2460.047480776255,2574.999999999196
Oracle,14,,2460.047480776255,2574.999999999196
RAND,15,,1602.954025607054,1749.9999999993834
ITE_best,15,0.002440658646709192,2210.8534524149386,2534.99999999923
ITE_2M,15,0.002439277242297685,2210.8534524149386,2534.99999999923
ITE_SDR,15,0.0024381854227766148,2210.8534524149386,2534.99999999923
MITE_2M,15,0.0003876865758129629,2268.583759577804,2574.9999999991956
MITE_SDR,15,0.0003863863522896109,2268.583759577804,2574.9999999991956
Oracle,15,,2268.583759577804,2574.9999999991956
RAND,16,,1990.5143149141368,1749.9999999993795
ITE_best,16,0.002175755039116353,2799.362728510047,2524.9999999992247
ITE_2M,16,0.0021752577250212816,2799.362728510047,2524.9999999992247
ITE_SDR,16,0.002175271899073019,2799.362728510047,2524.9999999992247
MITE_2M,16,0.0003672456876643931,2807.338804702587,2574.999999999189
MITE_SDR,16,0.00036904365401273416,2807.338804702587,2574.999999999189
Oracle,16,,2807.338804702587,2574.999999999189
RAND,17,,1844.6728377755971,1749.9999999993822
