method,split,RMSE,AUUC,AUUC_thout
RAND,0,,6114.360653637425,6125.0000000001655
ITE_best,0,0.0019409555936529019,9037.664448620264,9012.500000000342
ITE_2M,0,0.001940331166193261,9037.664448620264,9012.500000000342
ITE_SDR,0,0.001940244616712061,9037.664448620264,9012.500000000342
MITE_2M,0,0.00035239690391577523,9037.664448620264,9012.500000000342
MITE_SDR,0,0.0003512640078918072,9037.664448620264,9012.500000000342
Oracle,0,,9037.664448620264,9012.500000000342
RAND,1,,6237.6600124865945,6125.000000000153
ITE_best,1,0.002138679774944072,9211.948218903466,9012.500000000324
ITE_2M,1,0.0021390845131629833,9211.948218903466,9012.500000000324
ITE_SDR,1,0.0021400240134264743,9211.948218903466,9012.500000000324
MITE_2M,1,0.0008809165957732758,9211.948218903466,9012.500000000324
MITE_SDR,1,0.0008745922399872733,9211.948218903466,9012.500000000324
Oracle,1,,9211.948218903466,9012.500000000324
RAND,2,,5948.967089326117,6125.000000000162
ITE_best,2,0.002099273854005091,8806.597624562211,9012.500000000337
ITE_2M,2,0.002098037546802504,8806.597624562211,9012.500000000337
ITE_SDR,2,0.0020964966233903153,8806.597624562211,9012.500000000337
MITE_2M,2,0.0006627186898989694,8806.597624562211,9012.500000000337
MITE_SDR,2,0.0006590418636201158,8806.597624562211,9012.500000000337
Oracle,2,,8806.597624562211,9012.500000000337
RAND,3,,6056.287242729173,6125.000000000164
ITE_best,3,0.002049106299962248,8994.381497751763,9012.50000000034
ITE_2M,3,0.002048850149443605,8994.381497751763,9012.50000000034
ITE_SDR,3,0.0020482702484473526,8994.381497751763,9012.50000000034
MITE_2M,3,0.0006641183530262234,8994.381497751763,9012.50000000034
MITE_SDR,3,0.0006631144859617483,8994.381497751763,9012.50000000034
Oracle,3,,8994.381497751763,9012.50000000034
RAND,4,,6268.239569580539,6125.0000000001655
ITE_best,4,0.00244723547875804,9060.689782864238,9012.500000000342
ITE_2M,4,0.002445450299067244,9060.689782864238,9012.500000000342
ITE_SDR,4,0.002446473050614325,9060.689782864238,9012.500000000342
MITE_2M,4,0.0006057076530984306,9060.689782864238,9012.500000000342
MITE_SDR,4,0.0006091455192375118,9060.689782864238,9012.500000000342
Oracle,4,,9060.689782864238,9012.500000000342
RAND,5,,6320.360923039942,6125.00000000016
ITE_best,5,0.0022878269991173806,9175.821845985176,9012.500000000337
ITE_2M,5,0.002286408573805113,9175.821845985176,9012.500000000337
ITE_SDR,5,0.0022882266864626606,9175.821845985176,9012.500000000337
MITE_2M,5,0.0008396832789056784,9175.821845985176,9012.500000000337
MITE_SDR,5,0.0008432030385175883,9175.821845985176,9012.500000000337
Oracle,5,,9175.821845985176,9012.500000000337
RAND,6,,5972.611846913136,6125.000000000167
ITE_best,6,0.001954416629318037,8826.951672541161,8977.50000000009
ITE_2M,6,0.0019535504526171205,8826.951672541161,8977.50000000009
ITE_SDR,6,0.001952083201556217,8826.951672541161,8977.50000000009
MITE_2M,6,0.0005532330036437227,8869.646658094982,9012.500000000344
MITE_SDR,6,0.0005488513746747954,8869.646658094982,9012.500000000344
Oracle,6,,8869.646658094982,9012.500000000344
RAND,7,,6223.8386568608,6125.0000000001655
ITE_best,7,0.0016308314969983486,9167.20086720135,9012.500000000342
ITE_2M,7,0.0016330961890672622,9167.20086720135,9012.500000000342
ITE_SDR,7,0.0016318746834984167,9167.20086720135,9012.500000000342
MITE_2M,7,0.000694417495704665,9167.20086720135,9012.500000000342
MITE_SDR,7,0.0006976199372905659,9167.20086720135,9012.500000000342
Oracle,7,,9167.20086720135,9012.500000000342
RAND,8,,6076.935345474933,6125.00000000016
ITE_best,8,0.002014335029056718,9000.676424153758,9012.500000000337
ITE_2M,8,0.0020143447408159146,9000.676424153758,9012.500000000337
ITE_SDR,8,0.0020222746579288964,9000.676424153758,9012.500000000337
MITE_2M,8,0.000694725425222515,9000.676424153758,9012.500000000337
MITE_SDR,8,0.0006978184502100302,9000.676424153758,9012.500000000337
Oracle,8,,9000.676424153758,9012.500000000337
RAND,9,,5896.172102460663,6125.000000000156
ITE_best,9,0.002721773060176772,8744.672096857403,9012.50000000033
ITE_2M,9,0.002721114678185296,8744.672096857403,9012.50000000033
ITE_SDR,9,0.0027232468517317354,8744.672096857403,9012.50000000033
MITE_2M,9,0.0008333133169491136,8744.672096857403,9012.50000000033
MITE_SDR,9,0.0008327601518120489,8744.672096857403,9012.50000000033
Oracle,9,,8744.672096857403,9012.50000000033
RAND,10,,6053.904633674625,6125.000000000166
ITE_best,10,0.0016524216375728205,8812.86682484999,9012.500000000342
ITE_2M,10,0.0016483289309016545,8812.86682484999,9012.500000000342
ITE_SDR,10,0.001648425931752506,8812.86682484999,9012.500000000342
MITE_2M,10,0.0005226338911173456,8812.86682484999,9012.500000000342
MITE_SDR,10,0.0005203679517762028,8812.86682484999,9012.500000000342
Oracle,10,,8812.86682484999,9012.500000000342
RAND,11,,6072.887294244043,6125.000000000162
ITE_best,11,0.002246521353039622,9030.767949202871,9012.50000000034
ITE_2M,11,0.0022472835620029508,9030.767949202871,9012.50000000034
ITE_SDR,11,0.00224589869737592,9030.767949202871,9012.50000000034
MITE_2M,11,0.00046914373302629823,9030.767949202871,9012.50000000034
MITE_SDR,11,0.000468618609760296,9030.767949202871,9012.50000000034
Oracle,11,,9030.767949202871,9012.50000000034
RAND,12,,6024.091294250378,6125.00000000016
ITE_best,12,0.0025053632856394032,8898.806563392265,8977.500000000082
ITE_2M,12,0.002505286106887719,8898.806563392265,8977.500000000082
ITE_SDR,12,0.002503702990380879,8898.806563392265,8977.500000000082
MITE_2M,12,0.0006575837571694381,8939.402098008539,9012.500000000337
MITE_SDR,12,0.0006596395265380128,8939.402098008539,9012.500000000337
Oracle,12,,8939.402098008539,9012.500000000337
RAND,13,,6067.610648598646,6125.0000000001655
ITE_best,13,0.0015602416912871273,8927.98078115956,9012.500000000342
ITE_2M,13,0.0015574407505326167,8927.98078115956,9012.500000000342
ITE_SDR,13,0.001557730258330676,8927.98078115956,9012.500000000342
MITE_2M,13,0.0007372163045133266,8927.98078115956,9012.500000000342
MITE_SDR,13,0.000735672623353399,8927.98078115956,9012.500000000342
Oracle,13,,8927.98078115956,9012.500000000342
