method,split,RMSE,AUUC,AUUC_thout
RAND,0,,137.11143835835537,437.4999999998462
ITE_best,0,0.002038723537237939,327.18607441882097,551.2499999998774
ITE_2M,0,0.002038220409799722,327.18607441882097,551.2499999998774
ITE_SDR,0,0.00203835919178515,327.18607441882097,551.2499999998774
MITE_2M,0,0.00021138358333136104,339.4273566912882,643.749999999799
MITE_SDR,0,0.00020925948308343233,339.4273566912882,643.749999999799
Oracle,0,,339.4273566912882,643.749999999799
RAND,1,,315.28908041496106,437.4999999998458
ITE_best,1,0.0023634360434039996,499.5232594951916,506.2499999998427
ITE_2M,1,0.0023630439519237187,499.5232594951916,506.2499999998427
ITE_SDR,1,0.0023631627000413693,499.5232594951916,506.2499999998427
MITE_2M,1,0.00016387828064346502,590.8638551930065,643.7499999997979
MITE_SDR,1,0.00015989400659670468,590.8638551930065,643.7499999997979
Oracle,1,,590.8638551930065,643.7499999997979
RAND,2,,274.362340816253,437.4999999998464
ITE_best,2,0.0018262719967282516,448.865643784762,613.7499999997972
ITE_2M,2,0.001825741596853391,448.865643784762,613.7499999997972
ITE_SDR,2,0.0018275282868253598,448.865643784762,613.7499999997972
MITE_2M,2,0.000279861729727386,371.8309169920694,643.749999999799
MITE_SDR,2,0.00028326105202510144,371.8309169920694,643.749999999799
Oracle,2,,371.8309169920694,643.749999999799
RAND,3,,136.71271700460056,437.49999999984664
ITE_best,3,0.002226409506017963,304.8907618045667,501.24999999988336
ITE_2M,3,0.002225930151948967,304.8907618045667,501.24999999988336
ITE_SDR,3,0.0022241953070446657,304.8907618045667,501.24999999988336
MITE_2M,3,0.00020751941832407856,391.48176776095835,643.7499999998001
MITE_SDR,3,0.00021136020773497043,391.48176776095835,643.7499999998001
Oracle,3,,391.48176776095835,643.7499999998001
RAND,4,,476.0554079165595,437.4999999998465
ITE_best,4,0.0030287637066568804,573.2603594790871,548.7499999998628
ITE_2M,4,0.0030281329722557176,573.2603594790871,548.7499999998628
ITE_SDR,4,0.0030291444247996283,573.2603594790871,548.7499999998628
MITE_2M,4,0.00023719270122917545,639.7285396215657,638.7499999998043
MITE_SDR,4,0.00023660108578508164,639.7285396215657,638.7499999998043
Oracle,4,,651.2177154205843,643.7499999997998
RAND,5,,96.80752179147748,437.4999999998454
ITE_best,5,0.0010803818508324295,395.0271232054111,603.7499999998074
ITE_2M,5,0.0010800809139249906,395.0271232054111,603.7499999998074
ITE_SDR,5,0.0010786499567174018,395.0271232054111,603.7499999998074
MITE_2M,5,8.77287327319178e-05,305.2187337251994,643.7499999997984
MITE_SDR,5,8.967768283145795e-05,305.2187337251994,643.7499999997984
Oracle,5,,305.2187337251994,643.7499999997984
RAND,6,,155.7912444166941,437.49999999984516
ITE_best,6,0.0015567801904076608,277.9487970686841,588.7499999998557
ITE_2M,6,0.001556315009713449,277.9487970686841,588.7499999998557
ITE_SDR,6,0.0015561980605247486,277.9487970686841,588.7499999998557
MITE_2M,6,0.00010149237997892357,265.5956845454673,643.749999999798
MITE_SDR,6,0.00010530967608374411,265.5956845454673,643.749999999798
Oracle,6,,265.5956845454673,643.749999999798
RAND,7,,67.10354475746135,437.4999999998455
ITE_best,7,0.001906353560172863,274.31153572683735,541.2499999998662
ITE_2M,7,0.0019059066554143582,274.31153572683735,541.2499999998662
ITE_SDR,7,0.0019045763403187563,274.31153572683735,541.2499999998662
MITE_2M,7,0.00016447588465532092,278.01164596993596,641.2499999998003
MITE_SDR,7,0.00016498687283473244,278.01164596993596,641.2499999998003
Oracle,7,,259.650711169603,643.749999999798
RAND,8,,130.202612993784,437.4999999998465
ITE_best,8,0.0020623557484986225,296.698095438153,543.7499999998156
ITE_2M,8,0.0020618708631346314,296.698095438153,543.7499999998156
ITE_SDR,8,0.00206196979638065,296.698095438153,543.7499999998156
MITE_2M,8,0.00017035411419214375,335.9152664992679,643.7499999998001
MITE_SDR,8,0.0001703237592110688,335.9152664992679,643.7499999998001
